Area,Age,Sex,Year at 30 June,Value,Flags
"West Coast region","55-59 Years","Male","2010",1220,
"West Coast region","55-59 Years","Male","2011",1280,
"West Coast region","55-59 Years","Male","2012",1310,
"West Coast region","55-59 Years","Male","2013",1320,
"West Coast region","55-59 Years","Male","2014",1350,
"West Coast region","55-59 Years","Female","2006",1070,
"West Coast region","55-59 Years","Female","2007",1030,
"West Coast region","55-59 Years","Female","2008",1010,
"West Coast region","55-59 Years","Female","2009",1030,
"West Coast region","55-59 Years","Female","2010",1060,
"West Coast region","55-59 Years","Female","2011",1110,
"West Coast region","55-59 Years","Female","2012",1160,
"West Coast region","55-59 Years","Female","2013",1170,
"West Coast region","55-59 Years","Female","2014",1190,
"Canterbury region","55-59 Years","Male","2006",16520,
"Canterbury region","55-59 Years","Male","2007",16550,
"Canterbury region","55-59 Years","Male","2008",16650,
"Canterbury region","55-59 Years","Male","2009",16780,
"Canterbury region","55-59 Years","Male","2010",17060,
"Canterbury region","55-59 Years","Male","2011",17160,
"Canterbury region","55-59 Years","Male","2012",17430,
"Canterbury region","55-59 Years","Male","2013",17820,
"Canterbury region","55-59 Years","Male","2014",18380,
"Canterbury region","55-59 Years","Female","2006",16870,
"Canterbury region","55-59 Years","Female","2007",16900,
"Canterbury region","55-59 Years","Female","2008",17050,
"Canterbury region","55-59 Years","Female","2009",17210,
"Canterbury region","55-59 Years","Female","2010",17410,
"Canterbury region","55-59 Years","Female","2011",17470,
"Canterbury region","55-59 Years","Female","2012",17730,
"Canterbury region","55-59 Years","Female","2013",18230,
"Canterbury region","55-59 Years","Female","2014",18780,
"Tasman region","60-64 Years","Male","2011",1740,
"Tasman region","60-64 Years","Male","2012",1740,
"Tasman region","60-64 Years","Male","2013",1720,
"Tasman region","60-64 Years","Male","2014",1720,
"Tasman region","60-64 Years","Female","2010",1690,
"Tasman region","60-64 Years","Female","2011",1780,
"Tasman region","60-64 Years","Female","2012",1820,
"Tasman region","60-64 Years","Female","2013",1820,
"Tasman region","60-64 Years","Female","2014",1800,
"Nelson region","60-64 Years","Male","2006",1050,
"Nelson region","60-64 Years","Male","2007",1170,
"Nelson region","60-64 Years","Male","2008",1270,
"Nelson region","60-64 Years","Male","2009",1350,
"Nelson region","60-64 Years","Male","2010",1400,
"Nelson region","60-64 Years","Male","2011",1500,
"Nelson region","60-64 Years","Male","2012",1480,
"Nelson region","60-64 Years","Male","2013",1480,
"Nelson region","60-64 Years","Male","2014",1430,
"Nelson region","60-64 Years","Female","2006",1090,
"Nelson region","60-64 Years","Female","2007",1150,
"Nelson region","60-64 Years","Female","2008",1280,
"Nelson region","60-64 Years","Female","2009",1400,
"Nelson region","60-64 Years","Female","2010",1490,
"Nelson region","60-64 Years","Female","2011",1560,
"Nelson region","60-64 Years","Female","2012",1610,
"Nelson region","60-64 Years","Female","2013",1620,
"Nelson region","60-64 Years","Female","2014",1630,
"Marlborough region","60-64 Years","Male","2006",1380,
"Marlborough region","60-64 Years","Male","2007",1450,
"Marlborough region","60-64 Years","Male","2008",1580,
"Marlborough region","60-64 Years","Male","2009",1580,
"Marlborough region","60-64 Years","Male","2010",1630,
"Marlborough region","60-64 Years","Male","2011",1680,
"Marlborough region","60-64 Years","Male","2012",1650,
"Marlborough region","60-64 Years","Male","2013",1600,
"Marlborough region","60-64 Years","Male","2014",1580,
"Marlborough region","60-64 Years","Female","2006",1320,
"Marlborough region","60-64 Years","Female","2007",1370,
"Marlborough region","60-64 Years","Female","2008",1510,
"Marlborough region","60-64 Years","Female","2009",1560,
"Marlborough region","60-64 Years","Female","2010",1630,
"Marlborough region","60-64 Years","Female","2011",1690,
"Marlborough region","60-64 Years","Female","2012",1680,
"Marlborough region","60-64 Years","Female","2013",1630,
"Marlborough region","60-64 Years","Female","2014",1660,
"West Coast region","60-64 Years","Male","2006",880,
"West Coast region","60-64 Years","Male","2007",930,
"West Coast region","60-64 Years","Male","2008",1000,
"West Coast region","60-64 Years","Male","2009",1040,
"West Coast region","60-64 Years","Male","2010",1110,
"West Coast region","60-64 Years","Male","2011",1160,
"West Coast region","60-64 Years","Male","2012",1130,
"West Coast region","60-64 Years","Male","2013",1160,
"West Coast region","60-64 Years","Male","2014",1170,
"West Coast region","60-64 Years","Female","2006",850,
"West Coast region","60-64 Years","Female","2007",880,
"West Coast region","60-64 Years","Female","2008",940,
"West Coast region","60-64 Years","Female","2009",970,
"West Coast region","60-64 Years","Female","2010",1000,
"West Coast region","60-64 Years","Female","2011",1010,
"West Coast region","60-64 Years","Female","2012",990,
"West Coast region","60-64 Years","Female","2013",990,
"West Coast region","60-64 Years","Female","2014",1020,
"Canterbury region","60-64 Years","Male","2006",12490,
"Canterbury region","60-64 Years","Male","2007",13260,
"Canterbury region","60-64 Years","Male","2008",14240,
"Canterbury region","60-64 Years","Male","2009",15070,
"Canterbury region","60-64 Years","Male","2010",15760,
"Canterbury region","60-64 Years","Male","2011",15970,
"Canterbury region","60-64 Years","Male","2012",15800,
"Canterbury region","60-64 Years","Male","2013",16010,
"Canterbury region","60-64 Years","Male","2014",16140,
"Canterbury region","60-64 Years","Female","2006",12750,
"Canterbury region","60-64 Years","Female","2007",13670,
"Canterbury region","60-64 Years","Female","2008",14750,
"Canterbury region","60-64 Years","Female","2009",15600,
"Canterbury region","60-64 Years","Female","2010",16290,
"Canterbury region","60-64 Years","Female","2011",16290,
"Canterbury region","60-64 Years","Female","2012",16130,
"Canterbury region","60-64 Years","Female","2013",16360,
"Canterbury region","60-64 Years","Female","2014",16470,
"Tasman region","65-69 Years","Male","2011",1350,
"Tasman region","65-69 Years","Male","2012",1430,
"Tasman region","65-69 Years","Male","2013",1540,
"Tasman region","65-69 Years","Male","2014",1620,
"Tasman region","65-69 Years","Female","2010",1210,
"Tasman region","65-69 Years","Female","2011",1290,
"Tasman region","65-69 Years","Female","2012",1400,
"Tasman region","65-69 Years","Female","2013",1540,
"Tasman region","65-69 Years","Female","2014",1660,
"Nelson region","65-69 Years","Male","2006",810,
"Nelson region","65-69 Years","Male","2007",860,
"Nelson region","65-69 Years","Male","2008",890,
"Nelson region","65-69 Years","Male","2009",950,
"Nelson region","65-69 Years","Male","2010",1010,
"Nelson region","65-69 Years","Male","2011",1060,
"Nelson region","65-69 Years","Male","2012",1190,
"Nelson region","65-69 Years","Male","2013",1300,
"Nelson region","65-69 Years","Male","2014",1420,
"Nelson region","65-69 Years","Female","2006",890,
"Nelson region","65-69 Years","Female","2007",960,
"Nelson region","65-69 Years","Female","2008",980,
"Nelson region","65-69 Years","Female","2009",1030,
"Nelson region","65-69 Years","Female","2010",1080,
"Nelson region","65-69 Years","Female","2011",1150,
"Nelson region","65-69 Years","Female","2012",1220,
"Nelson region","65-69 Years","Female","2013",1360,
"Nelson region","65-69 Years","Female","2014",1510,
"Marlborough region","65-69 Years","Male","2006",1160,
"Marlborough region","65-69 Years","Male","2007",1230,
"Marlborough region","65-69 Years","Male","2008",1250,
"Marlborough region","65-69 Years","Male","2009",1310,
"Marlborough region","65-69 Years","Male","2010",1330,
"Marlborough region","65-69 Years","Male","2011",1360,
"Marlborough region","65-69 Years","Male","2012",1440,
"Marlborough region","65-69 Years","Male","2013",1570,
"Marlborough region","65-69 Years","Male","2014",1570,
"Marlborough region","65-69 Years","Female","2006",1030,
"Marlborough region","65-69 Years","Female","2007",1140,
"Marlborough region","65-69 Years","Female","2008",1190,
"Marlborough region","65-69 Years","Female","2009",1270,
"Marlborough region","65-69 Years","Female","2010",1310,
"Marlborough region","65-69 Years","Female","2011",1350,
"Marlborough region","65-69 Years","Female","2012",1400,
"Marlborough region","65-69 Years","Female","2013",1540,
"Marlborough region","65-69 Years","Female","2014",1570,
"West Coast region","65-69 Years","Male","2006",750,
